title,doi,authors,year,sources,query_groups,cluster_size,venue,primary_venue
SWE-Replay: Efficient Test-Time Scaling for Software Engineering Agents,,Yifeng Ding; Lingming Zhang,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,Yuxiang Wei; Olivier Duchenne; Jade Copet; Quentin Carbonneaux; Lingming Zhang; Daniel Fried; Gabriel Synnaeve; Rishabh Singh; Sida I. Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; NeurIPS (2025),NeurIPS
SWE-RM: Execution-free Feedback For Software Engineering Agents,,KaShun Shum; Binyuan Hui; Jiawei Chen; Lei Zhang; X. W.; Jiaxi Yang; Yuzhen Huang; Junyang Lin; Junxian He,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.CL; ICLR (2026),ICLR
SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement,,Antonis Antoniades; Albert Örwall; Kexun Zhang; Yuxi Xie; Anirudh Goyal; William Wang,2024,arXiv,SE-G1 AND AI-G2,1,cs.SE,arXiv
SWE-smith: Scaling Data for Software Engineering Agents,,John Yang; Kilian Lieret; Carlos E. Jimenez; Alexander Wettig; Kabir Khandpur; Yanzhe Zhang; Binyuan Hui; Ofir Press; Ludwig Schmidt; Diyi Yang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2025),NeurIPS
SWE-Spot: Building Small Repo-Experts with Repository-Centric Learning,,Jinjun Peng; Magnus Saebo; Tianjun Zhong; Yi-Jie Cheng; Junfeng Yang; Baishakhi Ray; Simin Chen; Yangruibo Ding,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG,arXiv
SWE-Synth: Synthesizing Verifiable Bug-Fix Data to Enable Large Language Models in Resolving Real-World Bugs,,Minh V. T. Pham; Huy N. Phan; Hoang N. Phan; Cuong Le Chi; Tien N. Nguyen; Nghi D. Q. Bui,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Tester: Training Open-Source LLMs for Issue Reproduction in Real-World Repositories,,Aditya Bharat Soni; Rajat Ghosh; Vaishnavi Bhargava; Valerie Chen; Debojyoti Dutta,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling,,Hao Han; Jin Xie; Xuehao Ma; Weiquan Zhu; Ziyao Zhang; ZhiLiang Long; Hongkai Chen; Qingwen Ye,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Universe: Scale Real-World Verifiable Environments to Millions,,Mouxiang Chen; Lei Zhang; Yunlong Feng; Xuwu Wang; Wenting Zhao; Ruisheng Cao; Jiaxi Yang; Jiawei Chen; Mingze Li; Zeyao Ma; Hao Ge; Zongmeng Zhang; Zeyu Cui; Dayiheng Liu; Jingren Zhou; Jianling Sun; Junyang Lin; Binyuan Hui,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
SWE-WebDevBench: Evaluating Coding Agent Application Platforms as Virtual Software Agencies,,Siddhant Saxena; Nilesh Trivedi; Vinayaka Jyothi,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.MA,arXiv
SWE-World: Building Software Engineering Agents in Docker-Free Environments,,Shuang Sun; Huatong Song; Lisheng Huang; Jinhao Jiang; Ran Le; Zhihao Lv; Zongchao Chen; Yiwen Hu; Wenyang Luo; Wayne Xin Zhao; Yang Song; Hongteng Xu; Tao Zhang; Ji-Rong Wen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWEnergy: An Empirical Study on Energy Efficiency in Agentic Issue Resolution Frameworks with SLMs,10.1145/3786167.3788406,"Tripathy, Arihant and Harshit, Ch Pavan and Vaidhyanathan, Karthik",2026,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,8,Proceedings of the 2026 International Workshop on Agentic Engineering; cs.SE; ICSE,ICSE
"SweRank+: Multilingual, Multi-Turn Code Ranking for Software Issue Localization",,Revanth Gangi Reddy; Ye Liu; Wenting Zhao; JaeHyeok Doo; Tarun Suresh; Daniel Lee; Caiming Xiong; Yingbo Zhou; Semih Yavuz; Shafiq Joty,2025,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.SE,arXiv
SweRank: Software Issue Localization with Code Ranking,,Revanth Gangi Reddy; Tarun Suresh; JaeHyeok Doo; Ye Liu; Xuan Phi Nguyen; Yingbo Zhou; Semih Yavuz; Caiming Xiong; Heng Ji; Shafiq Joty,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICLR,ICLR
SwingArena: Competitive Programming Arena for Long-context GitHub Issue Solving,,Wendong Xu; Jing Xiong; Chenyang Zhao; Qiujiang Chen; Haoran Wang; Hui Shen; Zhongwei Wan; Jianbo Dai; Taiqiang Wu; He Xiao; Chaofan Tao; Z. Morley Mao; Ying Sheng; Zhijiang Guo; Hongxia Yang; Bei Yu; Lingpeng Kong; Quanquan Gu; Ngai Wong,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.CL; ICLR (2026),ICLR
SWT-Bench: Testing and Validating Real-World Bug-Fixes with Code Agents,,Niels Mündler; Mark Niklas Müller; Jingxuan He; Martin Vechev,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2024),NeurIPS
SynFix: Dependency-Aware Program Repair via RelationGraph Analysis,,Xunzhu Tang; Jiechao Gao; Jin Xu; Tiezhu Sun; Yewei Song; Saad Ezzini; Wendkûuni C. Ouédraogo; Jacques Klein; Tegawendé F. Bissyandé,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Synthesizing Software Engineering Data in a Test-Driven Manner,,Lei Zhang; Jiaxi Yang; Min Yang; Jian Yang; Mouxiang Chen; Jiajun Zhang; Zeyu Cui; Binyuan Hui; Junyang Lin,2025,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
TDD-Bench Verified: Can LLMs Generate Tests for Issues Before They Get Resolved?,,Toufique Ahmed; Martin Hirzel; Rangeet Pan; Avraham Shinnar; Saurabh Sinha,2024,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
TRAJEVAL: Decomposing Code Agent Trajectories for Fine-Grained Diagnosis,,Myeongsoo Kim; Dingmin Wang; Siwei Cui; Farima Farmahinifarahani; Shweta Garg; Baishakhi Ray; Terry Yue Zhuo; Rajdeep Mukherjee; Varun Kumar,2026,arXiv,SE-G1 AND AI-G2,1,cs.SE,arXiv
TestGenEval: A Real World Unit Test Generation and Test Completion Benchmark,,Kush Jain; Gabriel Synnaeve; Baptiste Rozière,2024,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
The Nature of Mathematical Modeling and Probabilistic Optimization Engineering in Generative AI,,Fulu Li,2024,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.LG,arXiv
The SWE-Bench Illusion: When State-of-the-Art LLMs Remember Instead of Reason,,Shanchao Liang; Spandan Garg; Roshanak Zilouchian Moghaddam,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.AI; NeurIPS 2025,NeurIPS
Think-Search-Patch: A Retrieval-Augmented Reasoning Framework for Repository-Level Code Repair,,Bojian Xiong; Yikun Lei; Xikai Liu; Shaowei Zhang; Pengyun Zhu; Yan Liu; Yongqi Leng; Ling Shi; Meizhi Zhong; Yurong Zhang; Yan Gao; Yiwu; Yao Hu; Deyi Xiong,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
"Thinking Longer, Not Larger: Enhancing Software Engineering Agents via Scaling Test-Time Compute",10.1109/ase63991.2025.00309,Y. Ma; Y. Li; Y. Dong; X. Jiang; Y. Li; Y. Liu; R. Cao; J. Chen; F. Huang; B. Li,2025,IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,6,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
TOM-SWE: User Mental Modeling For Software Engineering Agents,,Xuhui Zhou; Valerie Chen; Zora Zhiruo Wang; Graham Neubig; Maarten Sap; Xingyao Wang,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICML 2026,ICML
Toward Training Superintelligent Software Agents through Self-Play SWE-RL,,Yuxiang Wei; Zhiqing Sun; Emily McMilin; Jonas Gehring; David Zhang; Gabriel Synnaeve; Daniel Fried; Lingming Zhang; Sida Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML 2026,ICML
Trae Agent: An LLM-based Agent for Software Engineering with Test-time Scaling,,Trae Research Team; Pengfei Gao; Zhao Tian; Xiangxin Meng; Xinchen Wang; Ruida Hu; Yuanan Xiao; Yizhou Liu; Zhao Zhang; Junjie Chen; Cuiyun Gao; Yun Lin; Yingfei Xiong; Chao Peng; Xia Liu,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
"Training Long-Context, Multi-Turn Software Engineering Agents with Reinforcement Learning",,Alexander Golubev; Maria Trofimova; Sergei Polezhaev; Ibragim Badertdinov; Maksim Nekrashevich; Anton Shevtsov; Simon Karasik; Sergey Abramov; Andrei Andriushchenko; Filipp Fisin; Sergei Skvortsov; Boris Yangel,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG,arXiv
Training Software Engineering Agents and Verifiers with SWE-Gym,,Jiayi Pan; Xingyao Wang; Graham Neubig; Navdeep Jaitly; Heng Ji; Alane Suhr; Yizhe Zhang,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML 2025,ICML
Training Versatile Coding Agents in Synthetic Environments,,Yiqi Zhu; Apurva Gandhi; Graham Neubig,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Understanding Code Agent Behaviour: An Empirical Study of Success and Failure Trajectories,,Oorja Majgaonkar; Zhiwei Fei; Xiang Li; Federica Sarro; He Ye,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE 2026,ICSE
Understanding Software Engineering Agents: A Study of Thought-Action-Result Trajectories,10.1109/ase63991.2025.00234,I. Bouzenia; M. Pradel,2025,IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,4,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
UTBoost: Rigorous Evaluation of Coding Agents on SWE-Bench,,Boxi Yu; Yuxuan Zhu; Pinjia He; Daniel Kang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ACL 2025,ACL
WARP -- Web-Augmented Real-time Program Repairer: A Real-Time Compilation Error Resolution using LLMs and Web-Augmented Synthesis,,Anderson de Lima Luiz,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
What's in a Benchmark? The Case of SWE-Bench in Automated Program Repair,,Matias Martinez; Xavier Franch,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE-SEIP 2026; ICSE (SEIP),ICSE
When Agents go Astray: Course-Correcting SWE Agents with PRMs,,Shubham Gandhi; Jason Tsay; Jatin Ganhotra; Kiran Kate; Yara Rizk,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; NeurIPS 2025,NeurIPS
Wisdom and Delusion of LLM Ensembles for Code Generation and Repair,,Fernando Vallecillos-Ruiz; Max Hort; Leon Moonen,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
WISE-FUSE: Efficient Whole Slide Image Encoding via Coarse-to-Fine Patch Selection with VLM and LLM Knowledge Fusion,,Yonghan Shin; SeungKyu Kim; Won-Ki Jeong,2025,arXiv,SE-G2 AND AI-G1,1,cs.CV,arXiv
"Yet Even Less Is Even Better For Agentic, Reasoning, and Coding LLMs",,CodeArts Model Team; Yang Ye; Jingyuan Tan; Tianyue Jiang; Ruizhe Ye; Qiankun He; Jiarui Yang; Jian Dong; Sicong Liang; Chongjian Yue; Peibai Xu; Lufan Lu; Shiguan Pang; Taotao Qian; Junbao Hu; Yuechan Hao; Ensheng Shi; Qi Zhang; Yi Hao; Na Fan; Xin Tan; Shuai Yao; Zhiwei Shen; Zongchen Li; Yanlin Wang; Chong Chen; Yuchi Ma,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Your Code Agent Can Grow Alongside You with Structured Memory,,Yi-Xuan Deng; Xiaoqin Liu; Yi Zhang; Guo-Wei Yang; Shuojin Yang,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.LG,arXiv
